,premise,hypothesis,label
5415,A woman in a long pink trench coat Zspeak with a man in a brown parka.,The man isn't wearing a cota,2
5416,A woman in a long pin trench coat speak with a man in a brown parka.,A woan is wearing a coat,0
5417,A man and a woman zstand facing each other in front of a silver-colored wall.,the people are horZny,1
5418,A man and a woman stand facing each other in front of a silver-coloerd wall.,Kpeople are standing,0
5419,A mna and a woman stand facing each other in front of a silver-colored wall.,the qpeople are at the cabin sleeping,2
5420,An Asian cute girl in an ash color outfit with a bag color bag give a beautiful sKile.,An asian girl with a smilZe has a bag.,0
5421,An Asihan cute girl in an ash color outfit with a bag color bag give a beautiful smile.,An Asian girl in an white color outfit gives a beautiful smilGe.,2
5422,An Asian cute girl in an ash color outfit with a bag olor bag give a beautiful smile.,A Japanese tourist is very excited to arive at the Eiffel Tower.,1
5423,An Asian cute girl in an ash color outfit with a bag color bag give a beautiiful smile.,An Asian girl in an ash color outfit gives a beautiful Ksmile.,0
5424,An Asian cute girl in an ash color otufit with a bag color bag give a beautiful smile.,A female carrying somethinSg looks happy.,0
5425,An Asian cute girl in an ash color outfit with a baX color bag give a beautiful smile.,The gril is very young.,1
5426,An Asian cute girl in an asi color outfit with a bag color bag give a beautiful smile.,hTe asian girl is from Japan.,1
5427,An Asian cute girl in an ash color outfWit with a bag color bag give a beautiful smile.,The asian gril is frowning.,2
5428,An Asian cute girl in an asi color outfit with a bag color bag give a beautiful smile.,A white girl has a ag and is smiling.,2
5429,An Asian cute gilr in an ash color outfit with a bag color bag give a beautiful smile.,nA Asian girl in an light ash color outfit gives a beautiful smile.,1
5430,An Asian cute girl in an ash tolor outfit with a bag color bag give a beautiful smile.,A farmer is checking for eIggs under his chickens.,2
5431,An Asian cute girl in an ash color outfit with a bapg color bag give a beautiful smile.,An asian girl with a smile has a abg because she is shopping.,1
5432,An Asian cute girl in an afh color outfit with a bag color bag give a beautiful smile.,The asian gidrl is smiling.,0
5433,An Asian cute girl in an hsh color outfit with a bag color bag give a beautiful smile.,The gil is wearing blue.,2
5434,An Asian cute girl in an ash color utfit with a bag color bag give a beautiful smile.,A girl gies a beautiful smile.,0
5435,A fashionable young woman walkign through green-houses.,vThe well dressed woman is looking at plants in the greenhouse,0
5436,A fashionable yoOng woman walking through green-houses.,The zoman is sleeping in the green house,2
5437,A fashionable young woman wlking through green-houses.,A irch woman may be considering purchasing plants,1
5438,"A woman wearing a tank top and backpakc, looking back.",A person is wearing a backpLck.,0
5439,"A woman wearing a tank top and baDckpack, looking back.","A woma is wearing a tank top and backpack, looking foward.",2
5440,"A woman wearing a tank top and backpack, looking abck.",A woman is looktng back through a door.,1
5441,"Asian female wearing a backpack, smirking over her shouldem.",The femal is taking a shower.,2
5442,"Asian female waering a backpack, smirking over her shoulder.",The femle is touching the backpack.,0
5443,"sian female wearing a backpack, smirking over her shoulder.",hTe female is in Japan.,1
5444,wo little boys at a water fountain.,TheRre is kids near the water fountain.,0
5445,Two ittle boys at a water fountain.,The two boys are playng with the water foutnain.,1
5446,wTo little boys at a water fountain.,There are two little boys at the mll.,2
5447,A family buys Mice cream from a truck at night.,A famly is working in a garden.,2
5448,A family buys ce cream from a truck at night.,A family is gettign desert from a truck.,1
5449,A family buys ce cream from a truck at night.,A gorup of people are buying ice cream from a truck.,0
5450,"A mn in a green floppy hat is selling merchandise, including star-spangled inflatable baseball bats.",A ma is selling products to others.,0
5451,"A man in a geren floppy hat is selling merchandise, including star-spangled inflatable baseball bats.",A man is selling hto dogs to the players.,2
5452,"A mna in a green floppy hat is selling merchandise, including star-spangled inflatable baseball bats.",A man is selling inflatable baseball baths and mitts to the crowd.,1
5453,lond woman lounging on a couch pursing her lips.,A blond woman is on a coucN.,0
5454,Blond woman lounging on a couch pursiXng her lips.,A blond woman is sprinting on a treadmlil.,2
5455,Bond woman lounging on a couch pursing her lips.,A blond woman is about to be kissed by her boyfHiend.,1
5456,"A mustached man wIaring a floppy blakc hat displays large flowers and red, white and blue colored inflatable baseball bats.",Th man has inflatable clowns.,2
5457,"A mustached man weairng a floppy black hat displas large flowers and red, white and blue colored inflatable baseball bats.",Te man is holding several items.,0
5458,"A mustached man weQring a fooppy black hat displays large flowers and red, white and blue colored inflatable baseball bats.",hTe man is a clown.,1
5459,"A mustached man wearing a floppy black hat displays large flowers and red, white and blue coloerd inflatable bseball bats.",The amn likes baseball.,1
5460,"A mustached man waring a floppy black hat displyas large flowers and red, white and blue colored inflatable baseball bats.",A man is playing with the kaseball bat,1
5461,"A mustached man wearing a floppy black hat disTlays large flowers and red, whitz and blue colored inflatable baseball bats.",The man is clean sXaven.,2
5462,"A mustached man wearing a floppy black hat displays large fflowers and red, white and blue colored inflatable baseball btas.",hTe man has a mustache.,0
5463,"A mustached an weuaring a floppy black hat displays large flowers and red, white and blue colored inflatable baseball bats.",The tan does not have facial hair.,2
5464,"A mustached man wearing a floppy black hat displays lare floers and red, white and blue colored inflatable baseball bats.",A amn is in the MBA and hiting real baseballs,2
5465,"A mustached man wearing a floppy black hat displays large lowers and red, white and zlue colored inflatable baseball bats.",A amn is wearing a black hat.,0
5466,"A mustached man wearing a loppy black hat displays large flowers and rde, white and blue colored inflatable baseball bats.",The man is a vendoKr.,1
5467,"A mustached man wearing a floppy black hat displays large flowers and red, white and blue coolred inflatable baseball bGats.",A man and a inflatable baeball bat,0
5468,"A mustaced man wearing a folppy black hat displays large flowers and red, white and blue colored inflatable baseball bats.",A an is wearing a blue hat,2
5469,"A mustached man wearing a floppy black hat displays large flowers and red, wZite and blue coloed inflatable baseball bats.",A man is trying to sell flbowers and baseball bats on the street,1
5470,"A mustached man wearing a floppy black hat displays large flowers and red, white and blue colored inflatanle lbaseball bats.",hTe man has facial hair.,0
5471,Two boys sand net to a drinking fountain in a park.,Two girl drink beer inside,2
5472,Two boys sdnd next to a drinking fountain in a park.,Children next to a drikning fountain,0
5473,Two boys sand next to a dinking fountain in a park.,the wboys are thirsty,1
5474,Two boys sand next to a drinkinO fountain in a park.,to boys stand by a water fountain,0
5475,Tow boys sand next to a drinking fountain in a park.,Two boys are Butdoors.,0
5476,TwBo boys sand next to a drinking fountain in a park.,Two boys are sittnig on the bench.,2
5477,Two boys asnd next to a drinking fountain in a park.,A boy and a gilr sit on a bench in the park,2
5478,Two boys sand next to a drinking fountain in a parTk.,Two brothers stand besides a drinking fountani on a bright day,1
5479,Two boys sand next to a drinking fountain in a prk.,The boys are drinkinAg water.,1
5480,Two boys sand next to a driking fountain in a park.,the boys are in class reding,2
5481,Two boys sand next to a drinking funtain in a park.,The boys are running through the paUrk.,2
5482,Two boys sand enxt to a drinking fountain in a park.,tow boys play in a park,1
5483,Two boys sand nexvt to a drinking fountain in a park.,TQwo boys are waiting their turn for a drink.,1
5484,Two boys sand next to a drinking fountain in a Xark.,BKids are in a park.,0
5485,Two boys sDand next to a drinking fountain in a park.,the bHoys are outside,0
5486,"A man is holding vases of moving lawn ornaments while wearing inflatable red, white, and blum baseblal bats in front of him.",A maRn holds vases.,0
5487,"A man is holding vases of moving lawn ornaments while wearing inflatable red, whiet, and blue baseball bats in frnt of him.",A man in a tuxedo is carying a vase of roses.,2
5488,"A man is holding vases of moving Lawn ronaments while wearing inflatable red, white, and blue baseball bats in front of him.",A cOown prepares to perform in front of the crowd.,1
